City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,karagandy,49.8019,73.1021,16.97,42,95,4.52,KZ,1683693896
288,new norfolk,-42.7826,147.0587,15.72,56,81,0.89,AU,1683693897
289,iskushuban,10.2837,50.23,27.62,60,97,0.88,SO,1683693897
290,saint-augustin-de-desmaures,46.7406,-71.4513,7.04,51,20,0.0,CA,1683693897
291,mukalla,14.5425,49.1242,28.19,61,48,1.97,YE,1683693898
292,amahai,-3.3333,128.9167,27.22,86,99,3.33,ID,1683693898
293,oxkutzkab,20.3,-89.4167,26.39,68,23,3.12,MX,1683693899
294,machico,32.7,-16.7667,20.35,73,40,13.38,PT,1683693899
295,douglas,41.3,-96.167,19.35,72,0,3.6,US,1683693900
296,katerini,40.2719,22.5025,13.73,100,100,4.55,GR,1683693900
297,el nido,11.1858,119.3956,30.18,69,99,2.48,PH,1683693900
298,queenstown,-31.8976,26.8753,8.44,62,0,1.23,ZA,1683693901
299,morrinhos,-17.7311,-49.0994,18.13,72,100,1.08,BR,1683693614
300,zhosaly,45.4878,64.0781,30.22,9,44,6.54,KZ,1683693902
301,fortuna,40.5982,-124.1573,10.92,94,40,3.09,US,1683693647
302,arraias,-12.9288,-46.9437,23.0,52,100,1.52,BR,1683693903
303,uray,60.1247,64.7758,11.57,44,41,6.77,RU,1683693903
304,hotan,37.0997,79.9269,20.93,8,10,2.84,CN,1683693678
305,sligo,54.2697,-8.4694,10.17,94,100,5.17,IE,1683693904
306,isoka,-10.1606,32.6335,13.88,87,38,0.68,ZM,1683693905
307,tranas,58.0372,14.9782,7.44,60,48,3.83,SE,1683693905
308,aitape,-3.1374,142.3475,29.41,75,53,2.77,PG,1683693905
309,srednebelaya,50.6594,128.0106,16.21,28,6,3.57,RU,1683693906
310,maine soroa,13.2114,12.0241,27.1,8,100,3.65,NE,1683693907
311,kirakira,-10.4544,161.9205,29.04,76,27,5.0,SB,1683693907
312,st. john's,47.5649,-52.7093,4.43,78,75,11.83,CA,1683693626
313,nouadhibou,20.931,-17.0347,17.99,94,100,6.69,MR,1683693908
314,zhanaozen,43.3,52.8,19.48,53,100,3.29,KZ,1683693908
315,khmelnytskyi,49.4216,26.9965,6.03,75,5,3.25,UA,1683693676
316,naze,28.3667,129.4833,23.51,58,0,5.77,JP,1683693788
317,missoula,47.0166,-113.8009,4.36,84,97,1.36,US,1683693910
318,gizo,-8.103,156.8419,29.32,74,80,2.77,SB,1683693910
319,kupang,-10.1667,123.5833,32.32,66,20,8.23,ID,1683693910
320,loch garman,52.3342,-6.4575,11.61,93,89,4.47,IE,1683693911
321,holualoa,19.6228,-155.9522,24.91,72,40,5.66,US,1683693911
322,kemijarvi,66.7131,27.4306,2.83,100,100,2.66,FI,1683693912
323,anna regina,7.2644,-58.5077,26.31,78,100,3.91,GY,1683693912
324,cole harbour,44.6724,-63.4751,4.71,85,38,4.63,CA,1683693913
325,dubbo,-32.25,148.6167,19.07,37,0,2.57,AU,1683693860
326,shindand,33.3029,62.1474,29.35,8,100,0.69,AF,1683693914
327,pathein,16.7833,94.7333,37.1,38,100,3.66,MM,1683693914
328,santa marta de ortigueira,43.6833,-7.85,11.25,86,36,0.45,ES,1683693915
329,point vernon,-25.25,152.8167,21.18,67,12,9.13,AU,1683693915
330,mahibadhoo,3.7833,72.9667,28.55,77,99,5.17,MV,1683693916
331,kuching,1.55,110.3333,32.79,71,20,2.06,MY,1683693916
332,dapa,9.7594,126.0531,29.97,62,6,1.7,PH,1683693916
333,canutama,-6.5339,-64.3831,23.0,98,100,0.81,BR,1683693917
334,taoudenni,22.6783,-3.9836,29.55,16,100,3.59,ML,1683693917
335,salalah,17.0151,54.0924,30.05,58,0,0.51,OM,1683693693
336,karratha,-20.7377,116.8463,28.26,19,85,7.05,AU,1683693919
337,bay roberts,47.5999,-53.2648,4.63,82,34,5.36,CA,1683693919
338,sigli,5.3848,95.9609,31.51,54,65,2.82,ID,1683693919
339,axim,4.8699,-2.2405,27.1,84,44,2.87,GH,1683693920
340,sur,22.5667,59.5289,33.26,36,6,3.53,OM,1683693704
341,quchan,37.106,58.5095,22.99,19,98,4.66,IR,1683693921
342,haiku-pauwela,20.9219,-156.3051,25.01,61,20,8.23,US,1683693679
343,ulladulla,-35.35,150.4667,18.76,56,0,3.08,AU,1683693921
344,nea kallikrateia,40.3167,23.0667,13.99,98,100,5.92,GR,1683693922
345,verkhnyaya tura,58.3594,59.8175,10.61,35,1,3.1,RU,1683693922
346,giado,31.9582,12.0203,12.41,85,99,5.18,LY,1683693923
347,labytnangi,66.6572,66.4183,-0.41,87,96,1.32,RU,1683693923
348,puerto deseado,-47.7503,-65.8938,6.81,69,42,1.76,AR,1683693663
349,westport,41.1415,-73.3579,12.26,74,0,1.79,US,1683693639
350,whitefish,48.4111,-114.3376,9.0,91,100,5.66,US,1683693924
351,recani,31.2846,-4.2688,23.79,20,0,1.78,MA,1683693925
352,la plata,-34.9215,-57.9545,14.9,91,70,2.71,AR,1683693840
353,bor,56.3567,44.0669,7.96,51,57,1.57,RU,1683693926
354,el granada,37.5027,-122.4694,13.9,84,20,8.23,US,1683693690
355,villa mercedes,-33.6757,-65.4578,12.23,65,57,1.24,AR,1683693926
356,quixada,-4.9714,-39.0153,21.16,97,22,1.07,BR,1683693927
357,saint-philippe,-21.3585,55.7679,26.77,78,57,4.94,RE,1683693927
358,happy valley-goose bay,53.3168,-60.3315,0.17,59,100,8.23,CA,1683693660
359,gazojak,41.1875,61.4036,30.24,11,70,4.94,TM,1683693928
360,mastung,29.7994,66.845,25.39,7,69,1.34,PK,1683693928
361,nuevo ideal,24.8875,-105.0728,13.37,21,1,4.3,MX,1683693929
362,reggane,26.7158,0.1714,24.94,20,76,3.91,DZ,1683693929
363,kas,36.2018,29.6377,20.43,64,91,0.49,TR,1683693930
364,geraldton,-28.7667,114.6,22.23,78,75,8.75,AU,1683693834
365,belyy yar,53.6039,91.3903,6.94,81,40,5.0,RU,1683693931
366,verkhnevilyuysk,63.4453,120.3167,4.92,88,100,4.37,RU,1683693931
367,villa ojo de agua,-29.5,-63.6938,13.53,70,3,3.08,AR,1683693931
368,kapuskasing,49.4169,-82.4331,6.05,81,100,0.51,CA,1683693932
369,port hedland,-20.3167,118.5667,28.03,18,54,6.69,AU,1683693932
370,tyre,33.2733,35.1939,19.56,73,20,2.55,LB,1683693933
371,sitia,35.2,26.0986,17.77,86,100,3.56,GR,1683693933
372,roosevelt,33.9668,-103.4505,22.12,27,46,10.04,US,1683693689
373,bucerias,20.75,-105.3333,26.66,83,0,0.0,MX,1683693905
374,misratah,32.3754,15.0925,18.79,81,36,11.49,LY,1683693934
375,mejit,10.2753,170.8646,27.22,82,99,7.51,MH,1683693935
376,yuzhno-kurilsk,44.0306,145.8556,6.03,98,100,2.63,RU,1683693935
377,gokwe,-18.2048,28.9349,11.91,66,3,2.15,ZW,1683693935
378,roshchino,60.2519,29.6085,8.66,50,100,2.14,RU,1683693936
379,kourou,5.1552,-52.6478,24.03,90,99,3.72,GF,1683693936
380,espumoso,-28.7247,-52.8497,11.29,91,0,0.89,BR,1683693937
381,kununurra,-15.7667,128.7333,26.99,21,97,4.12,AU,1683693937
382,benguela,-12.5763,13.4055,24.66,85,0,0.91,AO,1683693938
383,hengchun,22.0042,120.7439,25.89,61,76,6.04,TW,1683693938
384,quellon,-43.1167,-73.6167,11.14,100,100,0.0,CL,1683693938
385,karonga,-9.9333,33.9333,20.46,76,72,1.53,MW,1683693939
386,george town,5.4112,100.3354,33.96,66,40,2.57,MY,1683693939
387,dalandzadgad,43.5708,104.425,16.18,19,86,10.59,MN,1683693940
388,pandan,14.0453,124.1694,29.28,73,90,3.08,PH,1683693940
389,vega de alatorre,20.0333,-96.6333,26.57,72,59,4.17,MX,1683693940
390,nueva esperanza,15.2667,-87.6,25.79,94,36,0.56,HN,1683693941
391,huai khot,15.2909,99.6166,38.02,34,67,2.46,TH,1683693941
392,aioun,16.6614,-9.6149,32.48,28,100,2.34,MR,1683693942
393,figueres,42.2664,2.9616,16.52,59,74,2.68,ES,1683693942
394,hinton,53.4001,-117.5857,8.09,86,91,0.74,CA,1683693943
395,mishkino,55.3389,63.9175,10.51,29,96,3.3,RU,1683693943
396,kish,26.5578,54.0194,31.15,62,0,2.06,IR,1683693943
397,ust'-ordynskiy,52.805,104.7508,16.15,40,100,2.37,RU,1683693944
398,ukiah,39.1502,-123.2078,12.94,58,0,4.12,US,1683693944
399,pavilosta,56.8879,21.1859,4.95,67,49,4.03,LV,1683693944
400,nioki,-2.7167,17.6833,21.45,98,100,1.07,CD,1683693945
401,santa ana,33.7456,-117.8678,16.03,76,100,4.63,US,1683693945
402,bayanhongor,46.7167,100.1167,6.56,39,77,4.9,MN,1683693946
403,kapa'a,22.0752,-159.319,25.99,75,100,6.17,US,1683693946
404,los frentones,-26.4077,-61.4137,13.47,79,16,2.21,AR,1683693947
405,ola,59.5833,151.2833,8.97,81,46,3.74,RU,1683693667
406,antibes,43.5624,7.1278,16.69,85,40,1.54,FR,1683693947
407,san juan,-31.5375,-68.5364,17.8,34,51,6.09,AR,1683693732
408,la passe,45.5549,-0.8967,13.32,69,96,6.29,FR,1683693948
409,alice springs,-23.7,133.8833,18.75,26,0,5.66,AU,1683693823
410,kone,-21.0595,164.8658,23.77,58,87,3.64,NC,1683693949
411,garango,11.8,-0.5506,30.93,36,34,3.04,BF,1683693949
412,howrah,22.5892,88.3103,35.0,59,40,4.12,IN,1683693854
413,bandarbeyla,9.4942,50.8122,29.87,66,98,0.11,SO,1683693950
414,nova vicosa,-17.8919,-39.3719,23.32,79,65,2.48,BR,1683693887
415,as sulayyil,20.4607,45.5779,28.14,11,1,4.75,SA,1683693951
416,san julian,21.0167,-102.1667,19.01,25,4,4.25,MX,1683693951
417,bilsanda,28.25,79.95,35.12,8,0,6.57,IN,1683693952
418,remire-montjoly,4.9167,-52.2667,24.02,94,75,2.06,GF,1683693952
419,gijang,35.2442,129.2139,21.85,63,100,4.39,KR,1683693952
420,cooma,-36.2333,149.1333,13.11,55,0,2.13,AU,1683693953
421,den burg,53.0542,4.7972,11.11,95,100,2.06,NL,1683693953
422,fruita,39.1589,-108.729,18.07,26,0,2.57,US,1683693718
423,huarmey,-10.0681,-78.1522,22.62,85,17,4.04,PE,1683693954
424,arkadak,51.9326,43.4978,9.1,56,97,5.6,RU,1683693954
425,morehead city,34.7229,-76.726,18.89,87,40,7.15,US,1683693955
426,khvoynaya,58.9,34.5333,11.1,53,74,1.39,RU,1683693955
427,prineville,44.2999,-120.8345,9.62,74,0,2.57,US,1683693956
428,kenai,60.5544,-151.2583,8.38,60,100,6.69,US,1683693956
429,hampton bays,40.869,-72.5176,11.6,84,5,3.52,US,1683693956
430,chernyshevskiy,63.0128,112.4714,0.08,68,78,5.56,RU,1683693957
431,acapulco de juarez,16.8634,-99.8901,28.9,84,0,2.06,MX,1683693957
432,flekkefjord,58.2971,6.6607,8.9,94,100,6.76,NO,1683693958
433,nuuk,64.1835,-51.7216,-0.66,93,100,3.6,GL,1683693675
434,cururupu,-1.8283,-44.8683,23.51,98,54,1.03,BR,1683693958
435,ambatondrazaka,-17.8333,48.4167,19.26,79,58,3.51,MG,1683693959
436,ed damer,17.5928,33.9592,26.65,13,74,5.74,SD,1683693959
437,benjamin constant,-4.3831,-70.0311,23.07,100,100,0.78,BR,1683693960
438,balqash,46.8481,74.995,26.33,18,0,1.0,KZ,1683693960
439,melekeok village,7.4957,134.6367,31.31,70,75,4.12,PW,1683693961
440,acopiara,-6.0953,-39.4525,22.48,78,86,1.25,BR,1683693961
441,pacific grove,36.6177,-121.9166,13.82,85,75,4.12,US,1683693839
442,bismarck,46.8083,-100.7837,13.91,88,100,5.14,US,1683693729
443,kuta,-8.7233,115.1723,30.0,79,40,7.2,ID,1683693962
444,bad salzungen,50.8167,10.2333,13.58,95,100,4.12,DE,1683693963
445,laurentides,46.4334,-74.9826,2.62,61,2,0.5,CA,1683693963
446,guayaramerin,-10.8368,-65.3614,20.85,99,88,1.48,BO,1683693963
447,es castell,39.8795,4.2854,18.38,59,20,10.29,ES,1683693964
448,iwon-up,40.3231,128.6553,15.68,53,16,5.08,KP,1683693964
449,al bahah,20.0129,41.4677,17.68,42,3,1.37,SA,1683693965
450,bubaque,11.2833,-15.8333,26.97,78,100,5.86,GW,1683693965
451,atar,20.5169,-13.0499,28.21,12,29,2.28,MR,1683693966
452,tsiombe,-25.3,45.4833,23.1,76,2,2.54,MG,1683693966
453,babadag,44.9,28.7167,5.93,87,20,1.54,RO,1683693966
454,quirinopolis,-18.4483,-50.4517,19.44,71,99,0.61,BR,1683693967
455,gamba,-2.65,10.0,24.77,93,100,1.13,GA,1683693967
456,zwedru,6.0667,-8.1281,22.95,98,100,0.83,LR,1683693967
457,manavalakurichi,8.1333,77.3,30.48,65,98,5.18,IN,1683693968
458,kiama,-34.6833,150.8667,18.58,57,0,3.74,AU,1683693968
459,todos santos,23.45,-110.2167,18.14,86,20,3.95,MX,1683693969
460,hastings,50.8552,0.5729,12.1,48,65,4.64,GB,1683693969
461,quiberon,47.4841,-3.1196,11.73,86,8,9.77,FR,1683693969
462,sao felix do xingu,-6.6447,-51.995,21.77,94,45,0.91,BR,1683693970
463,kovel,51.2153,24.7087,7.1,71,5,3.55,UA,1683693970
464,aasiaat,68.7098,-52.8699,-9.07,89,21,1.4,GL,1683693971
465,sangmelima,2.9333,11.9833,20.26,99,100,0.56,CM,1683693971
466,russkiy,43.0147,131.8642,16.92,54,1,6.73,RU,1683693971
467,zaozersk,69.4005,32.4476,1.73,100,100,1.73,RU,1683693972
468,preobrazheniye,42.9019,133.9064,11.01,50,34,3.28,RU,1683693972
469,belmonte,-15.8631,-38.8828,23.61,86,26,3.66,BR,1683693972
470,alpena,45.0617,-83.4327,11.14,89,0,0.0,US,1683693973
471,namdrik,5.5994,168.1028,28.49,79,86,5.84,MH,1683693973
472,dryden,49.7833,-92.7503,11.16,93,0,2.57,CA,1683693726
473,lively,46.4334,-81.1498,10.51,60,1,1.47,CA,1683693974
474,tucuma,-0.1833,-50.05,24.65,92,99,1.72,BR,1683693683
475,al bawiti,28.3492,28.8659,20.53,47,0,4.59,EG,1683693975
476,bodo,67.28,14.405,10.43,78,100,4.12,NO,1683693975
477,kinablangan,7.6947,126.5503,29.84,73,68,3.77,PH,1683693976
478,penzance,50.1186,-5.5371,11.38,90,71,9.68,GB,1683693976
479,karachev,53.1229,34.9852,7.43,61,19,2.72,RU,1683693976
480,itoman,26.1247,127.6694,25.22,66,75,6.69,JP,1683693977
481,orapa,-21.2833,25.3667,13.89,86,0,4.26,BW,1683693977
482,surazh,53.0175,32.3918,7.2,64,5,2.94,RU,1683693829
483,bryan,30.6744,-96.37,22.15,95,100,1.54,US,1683693946
484,plesetsk,62.708,40.2916,9.18,69,86,2.1,RU,1683693978
485,raduzhny,62.0961,77.475,6.52,53,100,7.02,RU,1683693979
486,xiva,41.3783,60.3639,24.99,13,68,2.93,UZ,1683693979
487,puerto aysen,-45.4,-72.7,9.01,93,97,0.83,CL,1683693979
488,celeyke,38.0597,37.1879,15.23,54,46,0.63,TR,1683693980
489,opuwo,-18.0607,13.84,18.06,39,1,2.7,NA,1683693981
490,sao vicente,-23.9631,-46.3919,24.59,26,100,3.53,BR,1683693981
491,kamennogorsk,60.9545,29.1339,9.36,50,99,2.33,RU,1683693982
492,tacana,15.2333,-92.0833,13.1,85,82,0.77,GT,1683693982
493,bonthe,7.5264,-12.505,23.46,92,100,2.24,SL,1683693983
494,newman,37.3138,-121.0208,17.19,47,65,0.89,US,1683693983
495,stephenville,32.2207,-98.2023,21.8,83,0,1.54,US,1683693984
496,maturin,9.75,-63.1767,24.91,78,86,2.06,VE,1683693924
497,yusufeli,40.8204,41.5443,15.83,71,32,0.87,TR,1683693984
498,kochenevo,55.0218,82.202,9.66,31,29,3.4,RU,1683693985
499,dakhla,23.6848,-15.958,18.28,95,6,4.96,EH,1683693985
500,illapel,-31.6308,-71.1653,19.26,37,21,0.52,CL,1683693985
501,nova sintra,14.8667,-24.7167,19.9,81,2,2.62,CV,1683693986
502,santa cruz,-17.8,-63.1667,16.7,88,40,3.09,BO,1683693903
503,utrik,11.2278,169.8474,27.57,80,99,7.19,MH,1683693987
504,south sioux city,42.4739,-96.4136,17.97,70,0,4.12,US,1683693987
505,yebaishou,41.3975,119.6408,24.55,16,63,4.53,CN,1683693988
506,terrell,32.736,-96.2753,24.72,88,40,1.54,US,1683693988
507,abepura,-2.6333,140.5833,29.45,70,40,4.12,ID,1683693988
508,swakopmund,-22.6833,14.5333,11.47,71,4,0.41,NA,1683693989
509,kruisfontein,-34.0033,24.7314,13.32,71,64,2.69,ZA,1683693989
510,mae chai,19.346,99.814,35.25,39,80,2.24,TH,1683693989
511,tallahassee,30.4383,-84.2807,23.91,83,0,3.6,US,1683693477
512,paso de los toros,-32.8167,-56.5167,12.21,63,100,1.5,UY,1683693990
513,tchintabaraden,15.8969,5.7985,28.27,9,91,3.48,NE,1683693991
514,cidade velha,14.9167,-23.6167,21.26,83,20,4.12,CV,1683693991
515,shimoda,34.6667,138.95,21.17,57,43,1.29,JP,1683693992
516,mbandaka,0.0487,18.2603,21.24,95,100,1.0,CD,1683693992
517,upata,8.0086,-62.3989,24.0,77,96,3.08,VE,1683693992
518,nadi,-17.8,177.4167,29.0,65,20,4.12,FJ,1683693993
519,rio grande,-32.035,-52.0986,11.64,78,43,3.74,BR,1683693993
520,ati,13.2154,18.3353,30.84,42,92,5.84,TD,1683693994
521,tafuna,-14.3358,-170.72,28.44,74,41,5.87,AS,1683693994
522,makhambet,47.6667,51.5833,16.64,62,5,6.46,KZ,1683693995
523,kirensk,57.7853,108.1119,5.99,89,99,3.63,RU,1683693995
524,kavieng,-2.5744,150.7967,29.57,70,79,0.8,PG,1683693995
525,pochinki,54.6988,44.8668,9.45,54,84,2.17,RU,1683693761
526,choibalsan,48.0667,114.5,22.95,12,79,4.32,MN,1683693761
527,sabang,5.8933,95.3214,29.55,66,90,4.08,ID,1683693762
528,mitu,1.1983,-70.1733,22.56,99,100,1.03,CO,1683693762
529,hobyo,5.3505,48.5268,28.48,70,100,8.25,SO,1683693762
530,nantucket,41.2835,-70.0995,10.03,76,0,3.09,US,1683693684
531,nikolayevsk-on-amure,53.1406,140.73,6.47,62,100,2.19,RU,1683693763
532,acajutla,13.5928,-89.8275,28.11,81,40,3.47,SV,1683693763
533,champerico,14.3,-91.9167,29.11,72,47,2.96,GT,1683693764
534,revda,56.801,59.9303,11.39,31,21,1.49,RU,1683693764
535,boma,7.0805,-2.1697,23.23,95,99,0.75,GH,1683693765
536,inirida,3.8653,-67.9239,23.64,98,100,1.06,CO,1683693670
537,ahiri,19.4,80.0167,39.58,29,85,1.39,IN,1683693765
538,sakakah,29.9697,40.2064,21.76,34,1,1.97,SA,1683693491
539,burutu,5.3509,5.5076,26.68,85,82,2.31,NG,1683693766
540,midar,34.9403,-3.5331,20.65,40,29,2.46,MA,1683693766
541,bani walid,31.7566,13.9942,16.5,75,53,12.44,LY,1683693767
542,bairnsdale,-37.8333,147.6167,16.14,71,100,0.45,AU,1683693767
543,aswan,24.0934,32.907,22.61,24,0,2.06,EG,1683693768
544,elverum,60.8819,11.5623,7.14,75,100,1.44,NO,1683693768
545,merizo village,13.2658,144.6691,30.32,87,66,4.19,GU,1683693677
546,bhadra,29.1167,75.1667,34.08,9,0,3.63,IN,1683693769
547,tangalle,6.024,80.7911,29.09,68,76,6.71,LK,1683693769
548,bakanas,44.8081,76.2772,26.81,13,31,2.45,KZ,1683693678
549,waiuku,-37.25,174.75,16.25,77,88,7.77,NZ,1683693770
550,doaba,33.4244,70.7364,26.56,22,0,0.67,PK,1683693770
551,tzucacab,20.0667,-89.05,25.46,73,14,2.3,MX,1683693771
552,sao jose da coroa grande,-8.8978,-35.1478,24.54,86,24,1.88,BR,1683693771
553,taulaga,-11.0553,-171.0883,28.64,77,16,6.85,AS,1683693694
554,lohaghat,29.4036,80.0897,23.7,21,0,0.89,IN,1683693772
555,port macquarie,-31.4333,152.9167,21.61,61,33,5.94,AU,1683693772
556,ishikawa,26.4233,127.8214,25.19,66,75,6.69,JP,1683693773
557,norderney,53.7,7.15,13.01,97,100,4.25,DE,1683693773
558,nemuro,43.3236,145.575,6.04,96,99,5.9,JP,1683693774
559,devonport,-41.1667,146.35,16.96,61,59,1.34,AU,1683693774
560,warrnambool,-38.3833,142.4833,14.59,60,84,2.36,AU,1683693774
561,cabedelo,-6.9811,-34.8339,24.37,84,45,3.46,BR,1683693775
562,orono,44.8831,-68.672,5.38,73,0,2.57,US,1683693600
563,jutai,-5.1833,-68.9,21.58,99,99,1.24,BR,1683693775
564,zouerate,22.7187,-12.4521,27.89,16,0,3.04,MR,1683693776
565,hanko,59.8333,22.95,8.32,84,89,8.05,FI,1683693776
566,kiambu,-1.1667,36.8333,16.77,91,75,2.57,KE,1683693776
567,lata,40.1629,-8.3327,16.01,94,96,1.27,PT,1683693777
568,vila do maio,15.1333,-23.2167,21.44,84,2,6.11,CV,1683693777
569,ha'il,27.5219,41.6907,21.01,35,2,3.09,SA,1683693493
570,shetpe,44.1667,52.1167,17.78,65,71,4.76,KZ,1683693778
571,al ghayzah,16.2079,52.176,29.1,65,66,3.48,YE,1683693778
572,sievi,63.9,24.5,9.69,61,100,3.45,FI,1683693779
573,sidareja,-7.4846,108.7923,33.3,57,54,1.57,ID,1683693779
574,zarinsk,53.7074,84.9493,13.44,37,100,3.02,RU,1683693779
575,horb am neckar,48.4442,8.6913,12.05,95,100,3.45,DE,1683693780
576,tolanaro,-25.0319,46.9987,21.04,94,20,0.51,MG,1683693639
